Accession,Frist_Gene,Description,Peptides.used.for.quantitation,Confidence.score,UP,LB,LB,LB,glucose,glucose,glucose,glycerol + AA,glycerol + AA,glycerol + AA,acetate,acetate,acetate,fumarate,fumarate,fumarate,glucosamine,glucosamine,glucosamine,glycerol,glycerol,glycerol,pyruvate,pyruvate,pyruvate,chemostat µ=0.5,chemostat µ=0.5,chemostat µ=0.5,chemostat µ=0.35,chemostat µ=0.35,chemostat µ=0.35,chemostat µ=0.20,chemostat µ=0.20,chemostat µ=0.20,chemostat µ=0.12,chemostat µ=0.12,chemostat µ=0.12,stationary 1 day,stationary 1 day,stationary 1 day,stationary 3 days,stationary 3 days,stationary 3 days,glucose,glucose,glucose,50 mM NaCl,50 mM NaCl,50 mM NaCl,42°C,42°C,42°C,pH 6,pH 6,pH 6,xylose,xylose,xylose,mannose,mannose,mannose,galactose,galactose,galactose,succinate,succinate,succinate,fructose,fructose,fructose
sp|P75746|YBGL_ECOLI,ybgL,UPF0271 protein ybgL OS=Escherichia coli (strain K12) GN=ybgL PE=1 SV=1,1,93.73,P75746,8.43352942017886,3.07122897466541,9.26983104314014,0.494408249159973,0.870494628912385,0.363149057228181,9.14790424292384,13.9790738914984,12.3352242796693,11.9772677671845,1.06680890086334,19.8455566408888,8.86094045613588,2.34751667556974,7.34706427550092,5.55387109970558,2.58121186377541,3.79864271859435,12.8546260646304,3.95587478130381,7.28236456713088,4.27275543228637,8.68703652597454,2.87766554923503,8.46206119784755,13.0777232255048,11.59105752711,7.39404820891121,9.61988188018688,10.2658023766543,14.3312827553799,11.4996350897742,9.61866009192926,5.75052350611493,7.73399705810025,10.870181133405,1.15828745417923,1.26764624639001,0.628828358055154,2.39726891562749,0.078399129093908,1.49099194104072,0.442356542652168,2.46136499789764,0.725296768169408,18.005211612943,1.72954760353428,15.5902687752166,8.91890113687703,5.65899453259351,1.69886333587614,17.68177756506,10.9884649554502,12.5130619555599,8.14169325741127,7.46779092710438,1.65305174335795,1.00113702408097,1.56964404094836,2.69105965864484,1.74689059567431,9.52036819491018,1.75474056180563,4.18612210769568,2.08120417428938,4.21436887357115,2.53361213453415,1.08727852680042,4.80614476190496
sp|P0ACD8|MBHL_ECOLI,hyaB,Hydrogenase-1 large chain OS=Escherichia coli (strain K12) GN=hyaB PE=1 SV=1,7,322.87,P0ACD8,8.30232693831571,2.17826765908112,3.36749666495048,1.1383956896056,1.14465702133079,0.514475555186471,1.14712677508361,0.901300559736979,1.51922770696805,0.595425798959534,2.10696425600429,0.683702964608137,1.5633816309941,1.30951481991882,1.23052986556381,2.61797889478747,2.13140328369034,0.515491860594683,1.20825396747244,1.23363967932342,0.988099049763862,1.12783624276981,1.22334093183938,0.757270032729102,1.23504139590884,1.78585454907835,0.97303562167824,1.0975385527138,1.47149185673677,1.17444149107144,1.3284799554143,0.483913591959058,2.28733801364317,1.57209527545428,1.12223289218174,1.34808677339903,0.507319991386705,0.253017714898663,1.15068020832021,0.460034943822327,0.55319347862391,0.656817150233237,0.565314686887653,0.699540963973687,0.989347632115036,1.07941530486527,1.07645489352989,1.28576138655269,2.68199603736197,3.2979395662437,1.28009283994877,0.228206158771374,2.28455028750546,1.4166909008395,1.87342781565019,1.22583948317431,0.657666814091366,1.59098677282917,0.169458041123007,0.857029879600578,0.698336025645417,1.1357183513705,0.738938936615813,0.571673904777858,0.472374439966266,1.25058476345481,1.04852729220376,1.04315005502611,0.742544919584945
sp|P0AD01|DCUR_ECOLI,dcuR,Transcriptional regulatory protein dcuR OS=Escherichia coli (strain K12) GN=dcuR PE=1 SV=1,1,64.83,P0AD01,8.23821456626697,3.10869489172378,5.44722979350163,0.579429180275189,0.832910089182193,1.55599307996996,2.13647340259226,1.81114353224537,1.15821445314655,3.27442710288898,4.1602345840136,4.3803389916316,7.67301075997207,5.97836794985146,6.52731588919544,3.58058599078919,2.39498689659525,0.0118438522409428,5.86946365977655,4.61283182607551,3.41164489266771,4.53770969141818,5.46720655382959,6.52238253619105,3.86144875183941,5.75986132375275,3.8296265262624,5.40788113938978,6.06960170842866,9.73192455811324,6.759642958572,7.70579814903915,5.8241346312894,16.6766161721392,11.7491720141187,11.6890471162611,0.717734847593411,0.00703159476538161,0.00714319631486748,0.176024974327376,0.301180516590244,0.322137520014601,1.19555878824245,0.379966018649237,1.63231785079499,0.0122168400691774,0.0123608295844898,2.13676861595673,0.903109826259038,0.0131511490511134,2.76319365484998,0.0128925930108155,0.543492745582834,1.28618044226331,2.79320002503019,2.35388866387758,2.16968694063745,9.50225285832347,16.3391872486818,6.35950824295237,7.77711110110186,11.5975184362851,18.0234435813444,6.66140900380113,7.88422850402128,10.0406368593337,2.55992425395427,4.49101452407894,3.01506827493216
sp|P24230|RECG_ECOLI,recG,ATP-dependent DNA helicase recG OS=Escherichia coli (strain K12) GN=recG PE=1 SV=1,1,71.25,P24230,7.98262817898141,2.29696094366829,7.49345817164749,3.95440045811194,2.18524999490504,2.50215611246696,3.29367233221709,2.47907509208741,5.54218915271679,0.702193323804189,3.33027902804253,1.51593569056572,2.41911375512399,2.99157865666414,1.25246465090246,2.49554866697714,3.45174123596612,0.876767352424667,3.04578870432021,2.36024759199773,2.33526609411069,1.64876134830659,7.16244541793789,3.07928583867883,6.51142986692126,6.65867787859443,9.20082233380055,6.81682471460456,3.87847973717914,5.90536110897813,7.87135716080722,5.85891988532338,3.02447220000934,4.01829398957743,2.58025241261648,3.82096904208743,1.39335405677237,0.0346553668914877,0.0211841536665301,0.196844858327541,0.573573228223122,1.60425977348886,0.00379745133431116,0.605455544048315,0.959162848695568,0.0531573501125186,0.389050156730403,1.1190306380482,0.106195830352983,0.18780893573724,0.21887472272478,0.00388494208916166,0.0038550641947931,0.00381326324802884,0.192320224529791,0.00369495081302508,0.0200318349872688,0.00349293746777103,0.00345820023857238,0.0369046983228825,0.0286304296992472,0.631459465594041,0.0066181419464708,0.0323017212616869,0.0497806495779749,0.0751755821253745,0.0628334291641323,0.183505109844814,0.00379769221755086
sp|P56258|WECF_ECOLI,wecF,4-alpha-L-fucosyltransferase OS=Escherichia coli (strain K12) GN=wecF PE=1 SV=2,2,51.35,P56258,7.88867829429046,13.8654750643098,13.9739190380657,5.50210627806887,4.93690837701048,3.73456424129958,11.2525514931288,8.4640812267897,10.1189180258972,2.36920404141881,3.1318371309681,3.15781828717207,4.47538621720249,5.19624340696404,3.90012411229292,6.01377607782914,4.7400278619231,7.03699299619639,7.66913053857842,6.86566789024308,5.49561841781633,4.24923535724899,4.83644954361789,6.88417411103564,5.00158925102743,5.69676046103717,5.34102014519152,2.85327137991747,3.33891206101419,3.60977901841513,3.49981556437611,3.27161632087903,3.97675864277728,3.81261594664655,3.58776915320593,3.97304096041133,0.376149877954442,2.63982949589251,0.443663305820566,3.01315808719055,1.56359364694249,2.55896735605188,11.7543416322025,11.7755559746687,8.32428968474974,2.17704926461423,5.80186107681358,5.34618351119854,14.0253336197034,1.16336361772412,16.3183599761074,6.04079550554617,6.87349836814565,6.53027923124442,9.83309123367632,7.98451159565585,10.2559697290293,5.93462277813752,5.21023839066828,6.66420921203118,4.507025725309,4.51134075048233,5.96499572267537,4.78708798177517,5.93732013045106,5.74444740794204,9.44249367069835,9.66980560078032,10.4194934970317
sp|P37340|MDTK_ECOLI,mdtK,Multidrug resistance protein mdtK OS=Escherichia coli (strain K12) GN=mdtK PE=1 SV=2,2,65.33,P37340,7.53758842569797,15.7741654564916,20.1034387036638,12.5072425899311,7.64403778390148,2.22686650337962,9.54233206816669,7.63095604890405,20.3375722625453,2.61589189287024,3.78895385307292,5.14883645012236,1.99810726575932,2.03460007781354,8.6967449048482,10.9575555403945,13.6007814271249,17.156185088826,10.8111004758025,5.64384470343712,11.1713932210996,4.62395303063327,2.4411730756199,22.1924289839339,12.4189675464835,18.8910478652556,16.5155262413064,10.4399655860604,8.86371328648162,15.1127387043362,10.1747268282286,12.9500980985329,10.3300423603986,9.68475006379799,10.4779434645357,10.6823307889848,21.357803344242,23.2333050787784,12.8648117359553,12.991474837237,7.85518622987219,12.6736986032114,5.48597677460809,4.74053299786795,7.44645760754616,16.2945818930572,27.5644852734872,13.5070241991776,14.3371907237008,4.83076201908755,10.8104830898357,18.5997688245583,25.2736880243524,20.3105977418493,11.9463372655033,6.03499273367273,12.3198856939165,3.99353899618271,5.97474883876257,7.91275622053395,3.62094809672569,4.1246225499329,3.11017989382412,7.91412360408843,7.08203946861487,7.10033345510469,10.1181202565778,11.7767795961304,29.366842828459
sp|P0AG71|RMUC_ECOLI,rmuC,DNA recombination protein rmuC OS=Escherichia coli (strain K12) GN=rmuC PE=1 SV=1,1,65.89,P0AG71,7.40669288309816,4.36467877425043,8.83452656400359,0.16014641226531,0.796354803537608,0.531609371863769,0.284990342675794,4.75237550969761,3.58877326644139,0.872008664859363,1.67187976343524,1.30485516194286,2.39365756396913,3.71983010858767,3.01407287794135,0.170907535593769,2.87378793583728,2.88364026663926,2.53572532724764,1.2331029967818,2.3641349516523,2.821383567986,3.32515984280545,0.683235016490397,2.82340597850282,2.9398531254667,2.57810626924077,3.44778011054028,2.78079521912893,3.68587438124325,2.73191028498988,2.99027843791007,3.63958440549407,3.54550799134541,4.41411382778491,4.29570032753672,0.00224125044875878,0.508143362827281,1.28978383232809,0.186401573336282,0.23000854112276,0.265791971729628,0.522921961039471,0.264593532773694,0.921745333551459,0.15530629976469,0.539674150021614,0.327965413683276,0.221288904855891,1.33648705990711,0.770685060421601,0.0913658524143575,0.353299663323831,0.635275032710987,0.612048062759273,0.064651201433619,1.6320246427443,2.24295955754554,1.89338377827348,1.92852947466154,2.4391467433048,1.86616025009473,0.119766393578959,1.22077045324404,0.765660610968394,1.12428934246278,0.805426637740136,0.522181365792606,1.05453943571733
sp|P0C0T5|MEPA_ECOLI,mepA,Penicillin-insensitive murein endopeptidase OS=Escherichia coli (strain K12) GN=mepA PE=1 SV=1,1,46.19,P0C0T5,7.35758995680557,9.4322431315807,7.92977652938154,6.51741532835872,7.65508901309788,6.86650040460927,5.69413208452722,9.73615789752354,4.90346411745496,2.07983100558625,1.18714542106304,1.43399514193627,2.60655434459129,1.84280908505409,0.253688164983049,3.53049084012922,3.03695232818124,7.22393644336414,1.52914504630852,1.75441850026611,0.411217248988693,2.27656488562476,2.00570891225752,1.71190085011256,2.48334696471261,1.88129196046071,2.08187008824758,1.24936713539628,2.09132413657166,1.29940624125458,1.69886007012222,0.662138436457503,1.39018195722614,1.11223381509798,0.53419102002755,0.918950372247926,0.0299734014119119,0.00608718249696602,0.0253611961580981,0.00607277860834488,0.0060020775115108,0.00605622318675398,4.40324885463339,3.63676540509108,3.12303737442047,7.15478920609698,9.49848486013628,6.26113021367595,2.84622665379772,0.0110721765938101,3.90546096431096,10.1281577526877,6.78958136450441,9.01618227694598,5.76289123271867,7.58404320522695,4.43423786125973,2.07202895707809,1.38767751714237,1.72031932818321,0.780809191158288,0.209968296511061,0.337395648086065,4.86048586288076,1.91071009720012,0.883099532652848,1.343806256166,1.99389046009243,0.572164456512666
sp|P76121|YDDH_ECOLI,yddH,Uncharacterized protein yddH OS=Escherichia coli (strain K12) GN=yddH PE=3 SV=2,2,127.2,P76121,7.30446752530043,3.10566096447211,1.38233508165627,3.12087244627274,9.72718638687152,14.7882609288794,5.3250808734288,2.69806323265384,11.1249924853277,23.1215316135027,36.3093564553917,2.26358175682548,1.62997052722747,0.854349159427576,2.81659950640077,5.0564142618591,5.70894500008691,0.584522935842591,0.0099653259580429,2.74301017585477,1.46207379147913,1.71728535249329,0.956644255722422,1.13975158862159,10.8678346813572,25.7266401910959,3.34793967637476,8.68670473845087,25.0721153637172,4.90267891698825,23.9223770112345,9.45774934819023,38.9462230501598,19.9281973906543,30.6358753432419,34.479022319776,0.00607767281660723,0.00606882668246109,0.181747783138902,0.00600136003762391,0.569708903372325,3.7741889761414,0.0108361213427775,6.22272562705863,5.01437168141682,2.13144934120955,0.0106214627497363,3.20954647011677,3.884176075928,0.780448485340647,12.8798392237763,1.39923598749249,2.78278985131082,0.010979853673179,2.52530729953286,0.0105938150169837,0.0104711230241605,2.62715165203694,2.05642463541932,0.521164422016383,0.758669162778312,1.1485503661623,0.0082066590759479,1.37080978459743,0.00968870103699807,0.265134015957857,1.75295117474581,0.0110793958713026,0.0322092532611798
sp|P75767|YBHK_ECOLI,ybhK,UPF0052 protein ybhK OS=Escherichia coli (strain K12) GN=ybhK PE=3 SV=1,1,41.36,P75767,7.29483145392314,8.17829672382225,0.0129144865442684,0.00844343322291981,3.98249780126778,4.53769775680016,3.65704495734454,5.1793417983372,3.17553959279316,2.63682029282699,1.53040641201522,1.6592797808184,2.17972864275695,3.23519183259365,3.99401234485764,4.99513317566462,3.78142540247383,0.00775314806349002,3.24036223062821,4.27702406777836,3.82737461862806,5.39387033199909,3.94726679285317,5.69537282777585,2.74946086468442,3.89081618638806,3.65401424884929,2.43061968768097,2.75170252769422,2.80247543435374,1.98230823853908,2.54370057955905,2.03602058303065,1.91185913872945,1.38484763221091,1.36242095895369,0.196391359442716,0.80442387789099,0.0726797007102008,0.681880692720665,1.09901666217946,0.618466969842387,3.76184481177016,4.13419914631989,3.10628640516528,2.95646644594644,2.0269707494981,3.39455986175729,4.12150445142183,6.95194830038619,5.10842381170635,4.49512781000133,4.48389832450567,5.73196318275069,3.44194668024269,3.03727360392625,4.25776647394602,2.2364463873836,0.497048161002633,3.12686572434046,3.18373369188206,5.19723164263141,4.00152383438761,1.7607700447639,0.343010178741458,0.276254985127858,4.5007289890231,0.00880581395319618,0.00871709616051597
sp|P64488|YEAR_ECOLI,yeaR,Uncharacterized protein yeaR OS=Escherichia coli (strain K12) GN=yeaR PE=1 SV=1,1,33.29,P64488,7.19747980385543,9.20744659021006,5.10384864281293,0.981443174972288,1.86171098665832,3.07049571681327,2.10674413822934,4.81587521552701,0.960185301779682,2.41450055621364,3.80520176674354,1.72373725907134,3.34623296034624,3.15919482645168,1.51990315356504,2.73108784531953,1.29011976752,2.19259253331107,2.96189930669306,2.65043188390969,2.73202770128678,1.94388682222325,3.41177764940971,2.86591823291929,0.579655689967994,2.24105154034835,0.943087966531129,1.78785802682544,1.62930777305756,2.49783542651643,1.91408218072026,1.92829122279188,1.58676492659819,1.94708322114745,1.79669403778526,1.39148683757636,2.10763723317311,2.62758573326681,3.0782642048369,30.7995913559406,20.445276161876,28.8466787144615,0.590280800018943,3.00877798645338,2.15395397993305,139.37291128415,75.3321317166368,70.4457062202942,1.87523054099433,0.605368364938797,1.04036113532256,77.2123595377956,75.3744283575435,60.2968431266404,6.17695855348866,8.31093776351554,10.1308679604578,5.3637884545854,2.10339514756103,1.28827382323999,1.5469285889822,1.66382953754207,2.7911243601705,2.94745471172119,2.54813814815393,2.27712350303495,1.81266744498355,1.55514304097903,1.07305396192214
sp|P38051|MENF_ECOLI,menF,Menaquinone-specific isochorismate synthase OS=Escherichia coli (strain K12) GN=menF PE=1 SV=4,1,43.83,P38051,7.1286035410154,8.45361191197326,7.19407623989607,2.57516687211152,2.19153323635834,2.52353591137481,3.56619600798255,4.13275618900126,2.84260524032945,3.08910966481971,3.13988977987831,2.52432146459847,0.851402394689522,3.02043610138096,3.164295174212,1.94949854793384,3.8086891164065,4.30249788716777,2.09175883472725,1.1680229997048,1.74298818205946,3.03757600073445,2.87902872250303,2.85318117403805,2.55570142561939,1.86658529495956,2.7247632607328,2.03447478522217,2.66729675141223,2.09045006231933,2.44188873926344,2.58316508524274,1.30377393157519,2.56378085371477,1.77306834986617,1.12744348577708,1.47906563644156,0.00341177352641987,1.37790171839439,0.877992546969996,1.46700673901131,1.1379541051077,3.11769613534246,1.58722957414577,2.37870568141586,3.3633014989687,0.00542631067482314,3.69392725069623,5.8985247315299,3.24086892650229,3.28234507429004,6.82862233300043,6.16948863614164,4.93162206252686,1.02563936147032,2.75293739324773,3.35609883018499,2.74951580766317,0.959765533886708,1.83870564557144,3.55406594456205,2.22842110819226,2.4630270520719,2.60307382785729,2.70314395199181,3.23299879917637,1.82577748464435,2.11737099871664,2.58310233199823
sp|P04949|FLIC_ECOLI,fliC,Flagellin OS=Escherichia coli (strain K12) GN=fliC PE=1 SV=2,10,640.6,P04949,7.04661513100278,5.02460861609596,4.93873910201241,7.0147994020522,2.90550976075697,3.0537192728245,28.6231720655682,20.4626354867455,26.084981672679,2.41981623779592,3.40029199453373,4.59425620729415,36.275384323241,42.7828780896679,15.2152330905716,198.6543803639,144.437368451957,230.654589760719,8.7531802901856,17.2584788575387,16.7845887218017,3.56475333420849,4.0428553535062,5.4780254274964,121.087869520403,148.253174797178,211.415894314708,537.978806737547,570.536190947238,401.962381226114,106.164171698138,125.382007661855,134.144732491007,11.5740319350203,11.0246517997838,12.7900779216094,9.31473080957158,9.99980543282417,6.59220221962875,6.67241998751087,2.71645844527464,3.97935180069014,2.65350273102266,4.18248453952663,6.61879288348519,13.1424096798213,11.9836184237744,4.43895798927092,6.90888104314171,5.9429492139194,2.88100710376782,3.3022701427103,3.19256193118531,10.9253851468919,5.07746118782681,4.86249480762771,3.23231415691227,20.4239661202306,26.9847321395208,40.8604990317461,31.6435238358318,9.48695400835144,15.9563611045901,330.454603435518,41.3588758993255,12.0498986264182,11.6987572525247,1.20992293513504,9.84335934949921
sp|P0AFA9|NIKC_ECOLI,nikC,Nickel transport system permease protein nikC OS=Escherichia coli (strain K12) GN=nikC PE=1 SV=1,1,38.48,P0AFA9,6.9589757745899,5.97304790652414,5.85896102572394,2.49390161691178,5.34580314042552,10.4427127893001,4.83090910515588,5.85922059367672,4.03561654657309,1.25354474532097,2.6115055489415,4.54651230791146,2.78617438358375,2.58819790860137,2.29002435382484,8.26265986286379,5.24972137545246,1.91977113484936,1.97020930277037,1.16143745384329,3.314261992708,2.27714497135058,3.40365066473347,1.90886259504444,2.22108515439953,1.63740614474639,1.65657683605221,0.80316130343565,0.944653217411746,1.69067319954293,0.830867678808073,1.44042571932318,1.22801517216844,0.154573216596708,0.836903963214525,0.974110700257056,0.0081123204696933,0.00792757933947335,0.00811766466999881,1.10159735885296,0.00797663217405593,0.719655300230098,6.49189115588969,6.526975957178,7.33408867046089,7.06812803979371,9.59827669995672,8.34210990954192,3.57655354251736,3.33181552424604,7.78590998335701,14.8219234412877,13.7072967081326,14.2834723977972,4.92361368514017,9.83519491518283,6.21049192919669,5.41236164929485,2.74409825082731,5.1913847030516,1.94246143047063,1.58380293337487,1.39812620895495,5.49171969822002,2.97812178399812,2.63288213251377,3.39627028927471,6.96668698868545,6.39082270838424
